,멀티 비타민_0,멀티 비타민_1,멀티 비타민_2,뷰티업 필_0,뷰티업 필_1,뷰티업 필_2,홍삼정 에브리타임_0,홍삼정 에브리타임_1,홍삼정 에브리타임_2,얼라이브  우먼 구미 비타민_0,얼라이브  우먼 구미 비타민_1,얼라이브  우먼 구미 비타민_2,엽산    _0,엽산    _1,엽산    _2,프로바이오_0,프로바이오_1,프로바이오_2,자로우 도피러스 이피에스_0,자로우 도피러스 이피에스_1,자로우 도피러스 이피에스_2,엘 시스테인_0,엘 시스테인_1,엘 시스테인_2,비오틴 맥시멈 스트렝스      mcg_0,비오틴 맥시멈 스트렝스      mcg_1,비오틴 맥시멈 스트렝스      mcg_2,실리마린_0,실리마린_1,실리마린_2,베이비 수딩 오인트먼트_0,베이비 수딩 오인트먼트_1,베이비 수딩 오인트먼트_2,수딩젤 로션_0,수딩젤 로션_1,수딩젤 로션_2,마이키즈 얼굴로션_0,마이키즈 얼굴로션_1,마이키즈 얼굴로션_2,MLE 로션_0,MLE 로션_1,MLE 로션_2,데일리 모이스춰 로션_0,데일리 모이스춰 로션_1,데일리 모이스춰 로션_2,NEW 판테놀 크림_0,NEW 판테놀 크림_1,NEW 판테놀 크림_2,페이스 크림_0,페이스 크림_1,페이스 크림_2,뽀로로 베이비 립크린_0,뽀로로 베이비 립크린_1,뽀로로 베이비 립크린_2,판테놀 로션_0,판테놀 로션_1,판테놀 로션_2,마이키즈 로션_0,마이키즈 로션_1,마이키즈 로션_2,엑제마 테라피 모이스처라이징 크림_0,엑제마 테라피 모이스처라이징 크림_1,엑제마 테라피 모이스처라이징 크림_2,베이비 아토트리트 크림_0,베이비 아토트리트 크림_1,베이비 아토트리트 크림_2,   플러스 크림_0,   플러스 크림_1,   플러스 크림_2,페이스 수딩 로션_0,페이스 수딩 로션_1,페이스 수딩 로션_2,베이비 집중케어 크림_0,베이비 집중케어 크림_1,베이비 집중케어 크림_2,베이비 비 스킨 크림_0,베이비 비 스킨 크림_1,베이비 비 스킨 크림_2,자연담은 베이비 로션_0,자연담은 베이비 로션_1,자연담은 베이비 로션_2,옥시젠 베이비 수딩젤_0,옥시젠 베이비 수딩젤_1,옥시젠 베이비 수딩젤_2,스위트 스마일 수딩 모이스처라이징 크림_0,스위트 스마일 수딩 모이스처라이징 크림_1,스위트 스마일 수딩 모이스처라이징 크림_2,베이비 페이스크림_0,베이비 페이스크림_1,베이비 페이스크림_2,촉촉 선 팩트  SPF    PA    _0,촉촉 선 팩트  SPF    PA    _1,촉촉 선 팩트  SPF    PA    _2,수분 촉촉 데일리 선 로션  SPF   PA   _0,수분 촉촉 데일리 선 로션  SPF   PA   _1,수분 촉촉 데일리 선 로션  SPF   PA   _2,야외놀이 선크림  SPF   PA    _0,야외놀이 선크림  SPF   PA    _1,야외놀이 선크림  SPF   PA    _2,톡톡 페이셜 선팩트  SPF   PA    _0,톡톡 페이셜 선팩트  SPF   PA    _1,톡톡 페이셜 선팩트  SPF   PA    _2,해피 보 마일드 선 스크린_0,해피 보 마일드 선 스크린_1,해피 보 마일드 선 스크린_2,아임세이프 포 베이비 앤 실버  SPF   PA    _0,아임세이프 포 베이비 앤 실버  SPF   PA    _1,아임세이프 포 베이비 앤 실버  SPF   PA    _2,워셔블 선 크림  SPF    PA    _0,워셔블 선 크림  SPF    PA    _1,워셔블 선 크림  SPF    PA    _2,해피 보 선 메탈 쿠션  SPF   PA    _0,해피 보 선 메탈 쿠션  SPF   PA    _1,해피 보 선 메탈 쿠션  SPF   PA    _2,안뗄리오스 더모 키즈 로션  SPF    PA    _0,안뗄리오스 더모 키즈 로션  SPF    PA    _1,안뗄리오스 더모 키즈 로션  SPF    PA    _2,워터풀 선로션  SPF    PA     _0,워터풀 선로션  SPF    PA     _1,워터풀 선로션  SPF    PA     _2
20,58.28905,42.64112,81.27046,70.33898,39.71119,45.58823,70.84352,31.53084,32.87037,0.0,0.0,0.0,81.54506,67.08706,71.26736,10.70496,41.25,76.13636,0.0,0.0,0.0,53.92156,18.3374,39.62765,0.0,0.0,0.0,99.25,78.90295,41.26506,0.0,0.0,0.0,43.47826,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,20.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,52.49734,40.22177,71.70923,50.84745,14.80144,60.29411,100.0,32.06397,54.16666,0.0,0.0,0.0,76.65236,55.77705,66.57986,13.05483,33.125,90.90909,0.0,0.0,0.0,39.21568,28.36185,41.2234,0.0,0.0,0.0,94.0,68.94514,40.56224,0.0,0.0,0.0,0.0,38.09523,72.72727,0.0,0.0,0.0,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,20.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,62.32731,45.66532,80.87753,45.76271,15.88447,26.47058,72.67726,31.22619,55.64814,0.0,0.0,0.0,63.7339,62.97803,62.76041,15.40469,31.875,79.54545,0.0,0.0,0.0,38.56209,24.20537,37.76595,0.0,0.0,0.0,86.91666,69.2827,76.40562,0.0,0.0,0.0,52.17391,47.61904,0.0,100.0,0.0,0.0,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07407,68.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,74.33581,55.94758,100.0,50.84745,15.52346,39.70588,65.34229,36.21477,57.91666,0.0,0.0,0.0,71.54506,75.1017,62.28298,19.84334,59.375,63.63636,0.0,0.0,0.0,39.86928,24.69437,37.5,0.0,0.0,0.0,91.5,88.18565,77.71084,0.0,0.0,0.0,26.08695,23.80952,72.72727,0.0,0.0,88.88888,0.0,65.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,24.0,32.0,0.0,0.0,0.0,0.0,0.0,70.0,75.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,79.86184,51.10887,89.91486,45.76271,13.3574,33.82352,62.04156,40.78446,60.0,0.0,0.0,0.0,93.00429,57.64849,47.04861,20.36553,49.375,52.27272,0.0,0.0,0.0,37.58169,22.24938,30.05319,0.0,0.0,0.0,77.08333,93.83966,71.08433,0.0,0.0,0.0,60.86956,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,52.0,36.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,76.92307,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,73.91073,53.42741,92.86182,33.8983,10.83032,13.23529,57.09046,33.81568,52.82407,0.0,0.0,0.0,88.96995,65.54109,42.1875,15.66579,64.375,62.5,0.0,0.0,0.0,60.13071,25.42787,29.52127,0.0,0.0,0.0,57.75,97.63713,69.87951,0.0,0.0,0.0,34.7826,57.14285,0.0,0.0,0.0,0.0,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,44.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56.80127,51.81451,85.46168,25.42372,4.69314,20.58823,69.68215,30.80731,70.46296,0.0,0.0,0.0,84.76394,89.13751,47.26562,15.40469,45.625,88.63636,0.0,0.0,0.0,43.46405,28.11735,40.15957,0.0,0.0,0.0,60.16666,89.87341,67.06827,0.0,0.0,0.0,34.7826,28.57142,90.90909,0.0,0.0,0.0,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,37.03506,40.32258,65.55337,52.54237,9.02527,10.29411,59.9022,29.39832,38.93518,0.0,0.0,0.0,88.19742,92.02603,70.52951,17.23237,57.5,89.77272,0.0,0.0,0.0,40.19607,35.69682,44.68085,0.0,0.0,0.0,79.66666,85.14767,48.79518,0.0,0.0,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,48.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,38.68225,33.36693,55.53372,50.0,9.38628,11.7647,56.66259,36.7479,49.9074,0.0,0.0,0.0,70.9442,72.70138,67.2309,12.53263,46.875,69.31818,0.0,0.0,0.0,73.20261,32.27383,40.69148,0.0,0.0,0.0,89.91666,69.02953,51.70682,0.0,0.0,0.0,26.08695,0.0,45.45454,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,48.0,0.0,0.0,77.77777,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,51.06269,40.82661,61.29666,56.77966,7.22021,19.11764,53.42298,33.32063,72.59259,0.0,0.0,0.0,60.4721,85.72009,60.02604,22.7154,34.375,71.5909,0.0,0.0,0.0,36.9281,28.60635,42.02127,0.0,0.0,0.0,82.5,71.22362,67.87148,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,80.0,24.0,0.0,100.0,0.0,71.42857,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,68.33156,61.69354,66.40471,44.91525,6.49819,8.82352,58.6797,34.19649,65.69444,0.0,0.0,0.0,67.93991,92.06672,78.90625,18.79895,52.5,90.90909,0.0,0.0,0.0,31.37254,26.89486,42.55319,0.0,0.0,0.0,82.33333,100.0,64.35742,0.0,0.0,0.0,56.52173,47.61904,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,36.0,28.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,83.36875,58.66935,58.21872,31.35593,7.94223,14.70588,59.84107,35.68164,75.32407,0.0,0.0,0.0,92.66094,94.87388,58.15972,22.9765,51.875,65.90909,0.0,0.0,0.0,43.79084,26.16136,38.82978,0.0,0.0,0.0,85.33333,90.46413,59.83935,0.0,0.0,0.0,0.0,38.09523,0.0,0.0,0.0,55.55555,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,80.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,86.34431,50.90725,48.85396,34.74576,4.33212,47.05882,47.43276,33.51104,78.75,0.0,0.0,0.0,82.83261,93.572,47.09201,20.62663,42.5,64.77272,0.0,0.0,0.0,43.46405,27.62836,26.06382,0.0,0.0,0.0,65.41666,84.64135,73.29317,0.0,0.0,0.0,30.43478,0.0,0.0,0.0,0.0,77.77777,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62962,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,89.00106,48.79032,38.76882,34.74576,13.3574,41.17647,65.95354,39.33739,67.08333,0.0,0.0,0.0,70.08583,91.21236,62.80381,100.0,50.625,72.72727,0.0,0.0,0.0,44.77124,80.68459,34.84042,0.0,0.0,0.0,56.49999,86.66666,65.46184,0.0,0.0,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59259,52.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,69.18172,47.68145,36.2148,48.30508,13.71841,23.52941,66.74816,38.46153,61.52777,0.0,0.0,0.0,54.33476,76.68836,89.1059,19.58224,36.25,75.0,0.0,0.0,0.0,46.40522,29.82885,33.51063,0.0,0.0,0.0,88.0,77.1308,53.91566,0.0,0.0,0.0,47.82608,66.66666,45.45454,0.0,0.0,0.0,41.66666,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,28.0,32.0,50.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,67.58767,42.94354,41.97773,40.67796,14.07942,23.52941,72.61613,43.22162,56.43518,0.0,0.0,0.0,59.35622,68.30756,85.50347,11.22715,30.0,81.81818,0.0,0.0,0.0,42.15686,32.51833,34.04255,0.0,0.0,0.0,96.33333,69.2827,53.21285,0.0,0.0,0.0,30.43478,42.85714,0.0,0.0,71.42857,0.0,41.66666,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925,36.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,72.68862,43.75,49.57432,37.28813,11.91335,35.29411,81.23471,45.8492,65.78703,0.0,0.0,0.0,59.69957,72.25386,100.0,11.48825,49.375,68.18181,0.0,0.0,0.0,45.09803,30.56234,46.01063,0.0,0.0,0.0,87.66666,68.5232,72.48995,0.0,0.0,0.0,21.73913,33.33333,0.0,0.0,0.0,0.0,0.0,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,89.95749,58.77016,66.79764,50.0,7.58122,76.47058,64.05867,46.30616,80.37037,0.0,0.0,0.0,60.64377,89.42229,75.47743,19.32114,36.875,63.63636,0.0,0.0,100.0,42.48366,30.07334,32.97872,0.0,0.0,0.0,83.66666,80.16877,70.78313,0.0,0.0,0.0,100.0,23.80952,100.0,0.0,0.0,0.0,41.66666,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,87.93836,61.59274,59.65946,48.30508,6.8592,26.47058,59.47432,57.61614,100.0,0.0,0.0,0.0,72.23175,86.20829,63.49826,20.10443,100.0,45.45454,0.0,0.0,0.0,55.22875,41.07579,26.32978,0.0,0.0,0.0,75.0,71.98312,76.50602,0.0,0.0,0.0,26.08695,66.66666,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,87.93836,61.49193,65.61886,26.27118,5.41516,41.17647,53.66748,52.361,55.97222,0.0,0.0,0.0,69.57081,79.45484,60.28645,20.10443,45.625,67.04545,0.0,0.0,0.0,41.83006,33.49633,32.18085,0.0,0.0,0.0,67.16666,68.5232,68.27309,0.0,0.0,0.0,30.43478,42.85714,0.0,0.0,71.42857,0.0,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,28.0,28.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,79.17109,56.85483,58.48068,25.42372,5.77617,89.70588,61.85819,51.14242,44.21296,0.0,0.0,0.0,91.37339,81.69243,88.10763,18.53785,43.75,82.95454,0.0,0.0,0.0,48.03921,31.78484,32.97872,0.0,0.0,0.0,66.58333,68.77637,59.73895,0.0,0.0,0.0,0.0,71.42857,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,60.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,67.10945,50.1008,54.09299,28.81355,16.9675,48.52941,76.22249,49.73343,39.81481,0.0,0.0,0.0,87.51072,74.00325,80.59895,15.66579,32.5,73.86363,0.0,0.0,0.0,39.54248,40.83129,53.19148,0.0,0.0,0.0,76.16666,47.67932,50.502,0.0,0.0,0.0,39.13043,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,54.03825,43.8508,41.78127,22.88135,15.52346,33.82352,59.71882,62.41431,39.16666,0.0,0.0,0.0,69.09871,64.23921,73.39409,14.09921,22.5,94.31818,0.0,0.0,0.0,39.21568,28.60635,33.51063,0.0,0.0,0.0,81.16666,44.72573,50.1004,0.0,0.0,0.0,56.52173,42.85714,0.0,0.0,0.0,0.0,66.66666,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,32.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,44.44444,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
