,나스 새틴 립 펜슬_0,나스 새틴 립 펜슬_1,나스 새틴 립 펜슬_2,나스 벨벳 매트 립 펜슬_0,나스 벨벳 매트 립 펜슬_1,나스 벨벳 매트 립 펜슬_2,메이크업포에버 아티스트 립 블러쉬_0,메이크업포에버 아티스트 립 블러쉬_1,메이크업포에버 아티스트 립 블러쉬_2,더페이스샵 크리미 터치 립라이너_0,더페이스샵 크리미 터치 립라이너_1,더페이스샵 크리미 터치 립라이너_2,맥 페이턴트폴리쉬 립 펜슬_0,맥 페이턴트폴리쉬 립 펜슬_1,맥 페이턴트폴리쉬 립 펜슬_2,마몽드 크리미 틴트 컬러 밤 인텐스_0,마몽드 크리미 틴트 컬러 밤 인텐스_1,마몽드 크리미 틴트 컬러 밤 인텐스_2,맥 립 펜슬_0,맥 립 펜슬_1,맥 립 펜슬_2,마몽드 크리미 틴트 컬러밤 글라이드_0,마몽드 크리미 틴트 컬러밤 글라이드_1,마몽드 크리미 틴트 컬러밤 글라이드_2,웨이크메이크 철벽 컬러 립 초크_0,웨이크메이크 철벽 컬러 립 초크_1,웨이크메이크 철벽 컬러 립 초크_2,더페이스샵 플랫 벨벳 스틱_0,더페이스샵 플랫 벨벳 스틱_1,더페이스샵 플랫 벨벳 스틱_2,레브론 컬러버스트 매트밤_0,레브론 컬러버스트 매트밤_1,레브론 컬러버스트 매트밤_2,에뛰드 소프트 터치 오토 립 라이너 AD_0,에뛰드 소프트 터치 오토 립 라이너 AD_1,에뛰드 소프트 터치 오토 립 라이너 AD_2,어퓨 컬러 립 펜슬  매트 _0,어퓨 컬러 립 펜슬  매트 _1,어퓨 컬러 립 펜슬  매트 _2,미샤 립펜슬 이탈프리즘   매트_0,미샤 립펜슬 이탈프리즘   매트_1,미샤 립펜슬 이탈프리즘   매트_2,마몽드 크리미 틴트 컬러 밤 라이트_0,마몽드 크리미 틴트 컬러 밤 라이트_1,마몽드 크리미 틴트 컬러 밤 라이트_2,부르조아 써니스틱_0,부르조아 써니스틱_1,부르조아 써니스틱_2,미샤 립펜슬 이탈프리즘   멜티_0,미샤 립펜슬 이탈프리즘   멜티_1,미샤 립펜슬 이탈프리즘   멜티_2,스킨푸드 비타 컬러 딜리셔스 스트로 벨벳 _0,스킨푸드 비타 컬러 딜리셔스 스트로 벨벳 _1,스킨푸드 비타 컬러 딜리셔스 스트로 벨벳 _2,더샘 샘물 스머지 립 크레용_0,더샘 샘물 스머지 립 크레용_1,더샘 샘물 스머지 립 크레용_2,손앤박 립 크레용_0,손앤박 립 크레용_1,손앤박 립 크레용_2,롬앤 글래스팅 워터 글로스_0,롬앤 글래스팅 워터 글로스_1,롬앤 글래스팅 워터 글로스_2,RMK 립 젤리 글로스_0,RMK 립 젤리 글로스_1,RMK 립 젤리 글로스_2,롬앤 립매터_0,롬앤 립매터_1,롬앤 립매터_2,에뛰드 앵두알 촉촉 립 글로우_0,에뛰드 앵두알 촉촉 립 글로우_1,에뛰드 앵두알 촉촉 립 글로우_2,더샘 샘물 세럼 립글로스_0,더샘 샘물 세럼 립글로스_1,더샘 샘물 세럼 립글로스_2,나스 립 글로스_0,나스 립 글로스_1,나스 립 글로스_2,샤넬 루쥬 코코 글로스_0,샤넬 루쥬 코코 글로스_1,샤넬 루쥬 코코 글로스_2,디올 어딕트 립 맥시마이저_0,디올 어딕트 립 맥시마이저_1,디올 어딕트 립 맥시마이저_2,에센스 샤인 샤인 샤인 립글로스_0,에센스 샤인 샤인 샤인 립글로스_1,에센스 샤인 샤인 샤인 립글로스_2,맥 크림쉰 글라스_0,맥 크림쉰 글라스_1,맥 크림쉰 글라스_2,랑콤 압솔뤼 글로스 크림_0,랑콤 압솔뤼 글로스 크림_1,랑콤 압솔뤼 글로스 크림_2,홀리카홀리카 멀티 글로이 부스터_0,홀리카홀리카 멀티 글로이 부스터_1,홀리카홀리카 멀티 글로이 부스터_2,에스티 로더 퓨어 칼라 엔비 립 글로스_0,에스티 로더 퓨어 칼라 엔비 립 글로스_1,에스티 로더 퓨어 칼라 엔비 립 글로스_2,스틸라 뷰티 보스 립 글로스_0,스틸라 뷰티 보스 립 글로스_1,스틸라 뷰티 보스 립 글로스_2,디올 어딕트 울트라 글로스_0,디올 어딕트 울트라 글로스_1,디올 어딕트 울트라 글로스_2,어퓨 와사비야 립 플럼퍼_0,어퓨 와사비야 립 플럼퍼_1,어퓨 와사비야 립 플럼퍼_2,에뛰드 플럼핑 펄 시럽_0,에뛰드 플럼핑 펄 시럽_1,에뛰드 플럼핑 펄 시럽_2,미샤 펄 인 러브 글로스_0,미샤 펄 인 러브 글로스_1,미샤 펄 인 러브 글로스_2,듀왑 립 베놈 시리즈_0,듀왑 립 베놈 시리즈_1,듀왑 립 베놈 시리즈_2,디올 어딕트 립 글로스_0,디올 어딕트 립 글로스_1,디올 어딕트 립 글로스_2
31,5.1948,83.72093,36.0,31.25,26.54028,40.4878,38.17365,27.82608,35.25498,0.0,72.72727,0.0,0.0,0.0,0.0,18.31264,36.4532,10.68235,76.31578,30.37974,27.8481,0.0,12.76435,14.11764,63.55932,28.14685,3.50877,7.34346,8.26666,13.98002,40.90909,38.63636,0.0,0.0,0.0,0.0,0.0,18.90547,0.0,11.82795,5.37634,0.0,9.2145,100.0,34.14634,46.51162,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.82129,39.51612,63.63636,68.85644,100.0,25.79075,21.21212,41.17647,32.78688,64.54545,73.21428,100.0,0.0,0.0,0.0,71.42857,0.0,0.0,10.59602,44.44444,60.0,50.82644,39.48576,26.92307,64.70588,31.61764,29.03225,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,83.33333,0.0,83.33333,100.0,0.0,0.0,0.0,0.0,17.30769,60.0,23.80952,0.0,27.5862,35.29411,0.0,0.0,0.0,28.9855,39.13043,0.0,20.06472,0.0,27.5,0.0,0.0,0.0,0.0,47.61904,0.0
32,3.4632,67.44186,68.0,22.15909,40.28436,36.34146,38.02395,28.69565,37.25055,0.0,100.0,0.0,0.0,0.0,0.0,16.2799,43.59605,6.9647,29.82456,36.70886,32.91139,0.0,9.51661,15.58823,100.0,35.31468,13.59649,5.79939,10.26666,13.26676,75.0,40.90909,0.0,0.0,0.0,0.0,0.0,16.91542,0.0,0.0,15.05376,0.0,7.47734,68.58006,73.17073,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.88593,35.48387,54.54545,54.50121,68.85644,22.87104,12.12121,58.82352,36.88524,84.54545,75.0,82.60869,46.875,0.0,0.0,57.14285,0.0,0.0,11.25827,72.22222,41.25,22.68135,31.77226,46.15384,49.2647,28.67647,48.38709,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,93.93939,0.0,0.0,0.0,0.0,85.71428,25.0,70.0,28.57142,0.0,37.93103,58.82352,0.0,0.0,0.0,11.5942,50.72463,0.0,18.77022,0.0,15.0,0.0,0.0,0.0,0.0,61.90476,0.0
33,2.38095,72.09302,52.0,18.75,35.54502,38.53658,45.20958,20.0,34.70066,0.0,81.81818,0.0,0.0,0.0,0.0,15.61431,43.10344,7.67058,28.07017,34.17721,24.05063,0.0,7.40181,16.47058,73.72881,100.0,34.94152,4.44984,9.6,17.68901,72.72727,75.0,100.0,0.0,0.0,0.0,0.0,8.95522,19.44444,0.0,10.75268,0.0,5.13595,70.92145,41.46341,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.11787,25.0,65.90909,53.77128,54.50121,28.83211,27.27272,58.82352,35.2459,50.0,48.21428,60.86956,28.125,0.0,0.0,64.28571,0.0,0.0,4.63576,55.55555,58.75,21.71717,33.70064,34.61538,47.79411,32.35294,51.6129,0.0,0.0,0.0,0.0,63.63636,0.0,77.77777,0.0,75.0,51.51515,0.0,0.0,0.0,0.0,0.0,36.53846,23.33333,0.0,0.0,37.93103,41.17647,0.0,0.0,0.0,10.14492,81.15942,0.0,15.53398,46.15384,55.0,0.0,0.0,0.0,0.0,38.09523,0.0
34,3.4632,44.18604,40.0,26.70454,32.22748,48.78048,41.16766,25.21739,30.26607,0.0,45.45454,0.0,0.0,0.0,0.0,19.48192,34.97536,9.3647,31.57894,45.56962,26.58227,0.0,9.13897,15.0,69.15254,68.00699,36.6959,4.693,12.26666,6.84736,50.0,72.72727,0.0,0.0,0.0,0.0,0.0,11.94029,0.0,9.67741,33.33333,0.0,6.34441,64.27492,36.58536,18.60465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3422,30.64516,90.90909,41.24087,53.77128,28.95377,30.30303,76.47058,26.2295,50.45454,21.42857,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,9.93377,58.33333,58.75,18.1359,31.03764,42.30769,51.47058,89.70588,58.06451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,9.61538,0.0,0.0,0.0,44.82758,64.70588,0.0,0.0,0.0,7.24637,24.63768,0.0,6.47249,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0
35,2.38095,51.16279,88.0,17.04545,32.70142,36.58536,44.16167,30.0,35.03325,0.0,45.45454,0.0,0.0,0.0,0.0,18.52851,35.46798,8.32941,32.45614,40.50632,36.70886,0.0,8.30815,9.70588,54.40677,53.32167,29.82456,3.97568,6.13333,34.80741,34.0909,50.0,0.0,0.0,0.0,0.0,0.0,6.96517,0.0,0.0,12.90322,0.0,6.79758,40.03021,29.26829,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,60.45627,18.54838,38.63636,42.94403,41.24087,27.98053,25.75757,61.7647,27.86885,59.54545,30.35714,52.17391,18.75,0.0,0.0,0.0,0.0,100.0,5.96026,44.44444,47.5,24.01285,31.08356,26.92307,55.14705,97.05882,100.0,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,0.0,18.18181,0.0,0.0,0.0,0.0,0.0,17.30769,16.66666,0.0,0.0,37.93103,41.17647,0.0,0.0,0.0,14.49275,21.73913,0.0,11.97411,0.0,35.0,0.0,0.0,0.0,0.0,28.57142,0.0
36,2.5974,74.4186,44.0,18.18181,29.85781,28.04878,43.86227,20.86956,28.38137,0.0,72.72727,0.0,0.0,0.0,0.0,15.18258,38.54679,6.21176,35.08771,39.2405,22.78481,0.0,7.93051,14.70588,66.10169,61.01398,20.02923,2.96656,5.6,35.52068,45.45454,34.0909,0.0,0.0,0.0,0.0,0.0,18.40796,0.0,0.0,11.82795,23.65591,3.47432,50.37764,58.53658,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.99239,25.0,100.0,40.14598,42.94403,57.90754,42.42424,91.17647,29.50819,38.63636,100.0,33.04347,15.625,0.0,0.0,0.0,0.0,0.0,10.59602,58.33333,46.25,20.93663,44.35261,57.6923,49.2647,100.0,70.96774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,100.0,15.15151,0.0,0.0,0.0,0.0,0.0,23.07692,23.33333,0.0,0.0,20.68965,47.05882,0.0,0.0,0.0,15.94202,17.3913,0.0,5.82524,0.0,35.0,0.0,0.0,0.0,0.0,23.80952,0.0
37,3.4632,55.81395,72.0,28.97727,32.22748,31.70731,38.17365,19.56521,74.05764,0.0,0.0,0.0,0.0,0.0,0.0,19.33801,34.85221,6.11764,49.1228,35.44303,39.2405,0.0,6.87311,11.17647,50.50847,59.0909,9.50292,2.44376,4.53333,44.79315,45.45454,45.45454,0.0,0.0,0.0,0.0,0.0,5.97014,0.0,0.0,12.90322,11.82795,7.40181,41.01208,46.34146,39.53488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.04182,29.03225,63.63636,37.83454,40.14598,35.15815,34.84848,97.05882,27.04918,44.54545,48.21428,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,17.88079,66.66666,61.25,72.58953,42.69972,26.92307,37.5,96.32352,83.87096,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,13.63636,0.0,0.0,0.0,0.0,0.0,11.53846,100.0,0.0,0.0,27.5862,0.0,0.0,0.0,0.0,17.3913,18.84057,0.0,5.82524,0.0,27.5,0.0,0.0,0.0,0.0,42.85714,0.0
38,1.2987,81.39534,32.0,23.86363,33.64928,40.9756,34.13173,22.60869,62.19512,0.0,0.0,0.0,0.0,0.0,0.0,18.36661,30.29556,6.58823,26.31578,30.37974,22.78481,0.0,7.09969,17.94117,51.8644,55.5944,17.54385,3.16109,7.06666,56.63338,22.72727,45.45454,0.0,0.0,0.0,0.0,0.0,5.97014,0.0,0.0,11.82795,48.38709,4.2296,16.01208,46.34146,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.39163,36.29032,68.18181,29.56204,37.83454,28.5888,28.78787,35.29411,100.0,44.0909,41.07142,42.60869,100.0,0.0,0.0,0.0,0.0,0.0,17.88079,55.55555,66.25,39.25619,37.78696,65.38461,35.29411,88.97058,58.06451,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,87.5,10.60606,0.0,0.0,0.0,0.0,0.0,30.76923,43.33333,33.33333,0.0,20.68965,0.0,0.0,0.0,0.0,15.94202,14.49275,0.0,8.09061,0.0,32.5,0.0,0.0,0.0,0.0,33.33333,0.0
39,2.38095,67.44186,44.0,25.56818,44.07582,30.7317,35.77844,26.95652,50.11086,0.0,0.0,0.0,0.0,0.0,0.0,18.7084,36.6995,5.69411,19.29824,24.05063,22.78481,0.0,5.43806,15.58823,38.81355,50.52447,20.76023,2.66261,10.0,68.75891,31.81818,22.72727,0.0,0.0,0.0,0.0,0.0,8.45771,0.0,0.0,0.0,75.26881,3.39879,13.89728,39.02439,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.80228,40.32258,75.0,33.45498,29.56204,18.12652,27.27272,82.35294,30.7377,36.81818,37.5,45.21739,21.875,0.0,83.33333,0.0,0.0,0.0,7.94701,77.77777,67.5,34.06795,31.72635,46.15384,40.44117,80.88235,25.80645,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6923,63.33333,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1884,0.0,10.03236,46.15384,32.5,0.0,0.0,0.0,0.0,100.0,0.0
40,2.81385,69.76744,52.0,100.0,31.27962,33.90243,72.90419,45.21739,48.11529,0.0,0.0,0.0,0.0,0.0,0.0,19.17611,42.11822,5.92941,23.68421,41.77215,67.0886,0.0,4.98489,29.70588,41.18644,60.83916,17.25146,2.45592,8.0,82.16833,27.27272,31.81818,0.0,0.0,0.0,0.0,0.0,9.95024,0.0,0.0,0.0,100.0,3.85196,12.3867,51.21951,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.22433,19.35483,65.90909,45.74209,33.45498,19.46472,28.78787,29.41176,24.18032,50.0,25.0,32.17391,31.25,0.0,0.0,50.0,0.0,0.0,5.96026,63.88888,83.75,42.19467,33.74655,50.0,33.08823,83.08823,41.93548,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,0.0,15.15151,0.0,0.0,0.0,0.0,0.0,63.46153,46.66666,0.0,0.0,17.24137,0.0,0.0,0.0,0.0,13.04347,11.5942,0.0,21.35922,0.0,30.0,0.0,0.0,0.0,0.0,71.42857,100.0
41,1.51515,81.39534,52.0,25.56818,36.49289,27.07317,43.26347,38.26086,34.92239,0.0,0.0,0.0,0.0,0.0,0.0,13.43766,33.12807,8.09411,23.68421,35.44303,37.97468,0.0,7.62839,18.52941,42.03389,54.1958,18.12865,2.29787,9.6,79.45791,54.54545,27.27272,0.0,0.0,0.0,0.0,0.0,9.45273,0.0,0.0,9.67741,24.73118,6.64652,11.55589,36.58536,27.90697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.82889,28.2258,75.0,39.2944,45.74209,17.51824,43.93939,55.88235,33.60655,54.54545,26.78571,47.82608,18.75,0.0,0.0,0.0,0.0,0.0,13.24503,61.11111,72.5,90.44995,31.77226,38.46153,38.97058,55.14705,38.70967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61538,80.0,0.0,0.0,51.72413,0.0,0.0,0.0,0.0,0.0,28.9855,0.0,9.70873,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0
42,2.5974,37.2093,88.0,28.40909,28.90995,28.78048,39.22155,31.30434,29.82261,0.0,0.0,0.0,0.0,0.0,0.0,13.67152,38.7931,8.84705,13.15789,44.30379,49.36708,0.0,5.21148,15.88235,33.55932,39.86013,18.71345,2.07902,7.2,100.0,45.45454,54.54545,0.0,0.0,0.0,0.0,0.0,2.98507,0.0,0.0,0.0,7.52688,7.85498,13.89728,41.46341,16.27906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,63.30798,33.06451,61.36363,42.70072,39.2944,15.32846,28.78787,67.64705,35.65573,42.27272,21.42857,56.52173,0.0,0.0,0.0,0.0,0.0,0.0,7.28476,52.77777,78.75,47.70431,30.71625,26.92307,42.64705,56.61764,87.09677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,60.0,28.57142,0.0,44.82758,0.0,0.0,0.0,0.0,14.49275,27.53623,0.0,77.02265,0.0,25.0,0.0,0.0,0.0,0.0,42.85714,0.0
43,1.51515,81.39534,36.0,22.72727,39.81042,23.41463,33.98203,24.7826,33.03769,0.0,0.0,0.0,0.0,0.0,0.0,13.25778,33.99014,8.89411,21.92982,45.56962,60.75949,0.0,100.0,15.88235,49.15254,34.44055,23.39181,5.2158,6.13333,86.16262,40.90909,45.45454,0.0,0.0,0.0,0.0,0.0,4.97512,0.0,0.0,0.0,17.2043,4.68277,12.61329,53.65853,23.25581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.44866,25.80645,70.45454,31.87347,42.70072,14.84184,39.39393,55.88235,39.75409,35.45454,17.85714,36.52173,15.625,0.0,0.0,0.0,0.0,0.0,9.27152,63.88888,50.0,50.96418,27.96143,26.92307,41.17647,58.82352,74.19354,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,28.57142,0.0,17.24137,0.0,0.0,0.0,0.0,15.94202,28.9855,0.0,100.0,0.0,12.5,0.0,0.0,0.0,0.0,38.09523,0.0
44,7.14285,53.48837,48.0,28.40909,23.69668,35.36585,33.68263,23.47826,33.03769,0.0,0.0,0.0,0.0,0.0,0.0,13.97733,28.20197,10.25882,24.5614,50.63291,49.36708,0.0,67.29607,10.0,58.13559,39.68531,19.59064,3.45288,7.2,68.04564,22.72727,40.90909,0.0,0.0,0.0,0.0,0.0,6.46766,0.0,0.0,0.0,6.45161,5.96676,12.31117,68.29268,16.27906,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95437,41.12903,81.81818,31.99513,31.87347,15.20681,22.72727,61.7647,29.09836,42.27272,14.28571,60.86956,28.125,0.0,0.0,0.0,0.0,0.0,10.59602,50.0,45.0,49.54086,29.98163,0.0,23.52941,58.08823,67.74193,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,83.33333,23.80952,0.0,24.13793,41.17647,0.0,0.0,0.0,13.04347,11.5942,0.0,27.18446,0.0,12.5,0.0,0.0,0.0,0.0,23.80952,100.0
45,1.2987,95.34883,36.0,28.97727,34.59715,22.68292,35.77844,20.43478,33.70288,0.0,0.0,0.0,0.0,0.0,0.0,14.66091,28.44827,8.65882,27.19298,26.58227,27.8481,0.0,55.89123,7.94117,45.42372,34.44055,49.4152,3.30699,46.53333,52.21112,20.45454,22.72727,0.0,0.0,0.0,0.0,0.0,5.97014,0.0,23.65591,0.0,18.27956,5.89123,10.49848,41.46341,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,46.76806,36.29032,70.45454,26.03406,31.99513,12.40875,22.72727,70.58823,23.77049,38.18181,16.07142,45.21739,15.625,0.0,0.0,0.0,0.0,0.0,14.56953,69.44444,73.75,86.2718,19.69696,0.0,30.88235,44.85294,51.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,17.24137,29.41176,0.0,0.0,0.0,23.1884,10.14492,0.0,27.50809,46.15384,60.0,0.0,0.0,0.0,0.0,38.09523,0.0
46,1.2987,58.13953,48.0,22.15909,28.43601,29.26829,27.54491,33.47826,32.26164,0.0,0.0,0.0,71.42857,100.0,0.0,18.58247,34.1133,11.57647,46.49122,39.2405,41.77215,0.0,57.93051,12.64705,54.91525,29.02097,55.70175,3.78115,20.26666,55.06419,31.81818,20.45454,0.0,0.0,0.0,0.0,0.0,10.44776,0.0,11.82795,0.0,0.0,8.53474,9.89425,46.34146,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,47.3384,43.54838,79.54545,22.9927,26.03406,14.72019,21.21212,52.94117,21.31147,28.63636,16.07142,41.73913,34.375,100.0,0.0,0.0,0.0,0.0,19.20529,41.66666,58.75,65.88613,21.4876,73.07692,25.0,57.35294,16.12903,100.0,0.0,0.0,0.0,90.90909,100.0,0.0,0.0,0.0,24.24242,0.0,0.0,0.0,0.0,0.0,15.38461,40.0,0.0,0.0,34.48275,41.17647,0.0,0.0,0.0,17.3913,7.24637,0.0,75.72815,0.0,100.0,0.0,0.0,0.0,0.0,42.85714,0.0
47,0.0,81.39534,52.0,29.54545,26.06635,29.75609,38.62275,37.3913,30.82039,0.0,0.0,0.0,0.0,38.29787,0.0,22.64795,44.21182,18.82352,40.35087,32.91139,40.50632,0.0,55.06042,15.88235,53.22033,30.41958,55.99415,3.7082,22.13333,46.64764,20.45454,31.81818,0.0,0.0,0.0,0.0,0.0,12.93532,0.0,48.38709,0.0,7.52688,16.31419,11.63141,41.46341,30.23255,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.71863,34.67741,70.45454,25.54744,22.9927,11.92214,27.27272,70.58823,27.86885,25.45454,28.57142,44.34782,37.5,0.0,0.0,35.71428,0.0,0.0,15.23178,36.11111,53.75,78.8797,20.61524,38.46153,27.94117,62.5,58.06451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,30.30303,0.0,0.0,0.0,0.0,0.0,15.38461,56.66666,0.0,0.0,0.0,58.82352,0.0,0.0,0.0,13.04347,14.49275,0.0,47.24919,38.46153,62.5,0.0,0.0,0.0,0.0,0.0,0.0
48,3.4632,76.74418,36.0,30.68181,20.37914,19.26829,33.98203,20.86956,28.2705,75.0,0.0,0.0,0.0,25.53191,0.0,17.98884,35.59113,19.01176,26.31578,20.25316,20.25316,0.0,50.67975,11.47058,47.28813,35.48951,32.89473,3.00303,29.33333,34.80741,29.54545,20.45454,0.0,0.0,0.0,0.0,0.0,13.93034,0.0,75.26881,0.0,0.0,14.80362,9.66767,70.7317,23.25581,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.04182,64.51612,61.36363,25.79075,25.54744,11.43552,21.21212,82.35294,26.63934,27.27272,23.21428,27.82608,0.0,0.0,0.0,0.0,0.0,0.0,18.54304,47.22222,31.25,97.70431,35.49127,26.92307,26.47058,63.97058,25.80645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,12.12121,0.0,0.0,0.0,0.0,0.0,11.53846,66.66666,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,8.69565,15.94202,0.0,33.65695,0.0,52.5,0.0,0.0,0.0,0.0,57.14285,0.0
49,1.51515,58.13953,48.0,23.29545,27.48815,28.04878,23.20359,21.73913,28.15964,0.0,0.0,0.0,0.0,10.63829,0.0,16.7656,30.04926,22.68235,21.92982,36.70886,29.11392,0.0,45.31722,16.17647,35.9322,23.60139,25.0,3.78115,16.13333,28.67332,31.81818,29.54545,0.0,0.0,0.0,0.0,0.0,7.46268,0.0,100.0,0.0,5.37634,15.03021,8.15709,29.26829,41.86046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.11787,42.74193,100.0,22.87104,25.79075,10.09732,22.72727,58.82352,28.68852,33.18181,25.0,36.52173,21.875,0.0,0.0,42.85714,0.0,0.0,10.59602,41.66666,50.0,100.0,23.00275,0.0,31.61764,75.73529,32.25806,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,23.33333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04347,17.3913,0.0,34.3042,0.0,45.0,0.0,0.0,0.0,0.0,28.57142,0.0
50,2.38095,41.86046,48.0,33.52272,33.17535,23.17073,24.85029,25.65217,33.48115,0.0,0.0,0.0,0.0,12.76595,0.0,18.69041,30.91133,15.34117,27.19298,15.18987,41.77215,0.0,13.9728,9.70588,33.22033,23.07692,52.63157,16.54711,16.13333,37.08987,18.18181,31.81818,0.0,0.0,0.0,0.0,0.0,2.98507,0.0,24.73118,0.0,0.0,8.38368,7.70392,58.53658,23.25581,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79467,40.32258,72.72727,28.83211,22.87104,13.38199,19.69696,73.52941,32.78688,53.18181,8.92857,42.60869,0.0,0.0,0.0,0.0,0.0,0.0,15.23178,55.55555,53.75,82.69054,19.65105,0.0,19.85294,64.70588,83.87096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,26.66666,52.38095,0.0,31.03448,29.41176,0.0,0.0,0.0,0.0,15.94202,0.0,22.65372,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2.5974,58.13953,32.0,18.75,29.38388,28.53658,50.7485,26.95652,30.4878,0.0,0.0,0.0,0.0,0.0,0.0,18.74437,28.20197,13.31764,100.0,43.03797,31.64556,0.0,8.61027,17.64705,33.8983,23.42657,77.77777,18.61398,6.0,31.24108,13.63636,18.18181,0.0,0.0,0.0,0.0,0.0,4.47761,0.0,7.52688,0.0,0.0,8.91238,10.57401,63.41463,30.23255,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,53.23193,34.67741,56.81818,28.95377,28.83211,16.54501,33.33333,64.70588,23.36065,43.63636,8.92857,46.95652,0.0,0.0,0.0,0.0,0.0,0.0,4.63576,83.33333,57.5,76.62993,20.79889,19.23076,26.47058,36.7647,54.8387,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,15.15151,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,23.80952,0.0,0.0,41.17647,0.0,0.0,0.0,8.69565,0.0,0.0,25.56634,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
